,d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
164,7.0,4.0,Ezreal,Side.blue,11.0,2560.0,8004.0,2560.0,5.0,3.0,4.0,15.0,0.0,19634.0,2.0,14.0,144322,12141,Other,Many
165,4.0,14.0,Nautilus,Side.blue,1.0,0.0,,0.0,7.0,0.285714286,1.0,8.0,17.0,12419.0,0.0,21.0,13905,4033,Other,Few
166,11.0,6.0,Hecarim,Side.blue,2.0,0.0,3740.0,0.0,7.0,1.142857143,,11.0,16.0,30313.0,0.0,15.0,96512,8353,TopLane_Jungle,Few
167,14.0,4.0,Pyke,Side.red,13.0,1614.0,2913.0,,7.0,2.714285714,6.0,16.0,17.0,26622.0,0.0,91.0,30162,13496,Other,Few
168,12.0,4.0,Jayce,Side.red,4.0,3901.0,3901.0,3901.0,7.0,1.285714286,5.0,,7.0,,1.0,22.0,186267,14809,TopLane_Jungle,Many
169,7.0,4.0,Ezreal,Side.blue,8.0,7365.0,21623.0,7365.0,,14.0,6.0,15.0,7.0,,2.0,17.0,217777,15629,Other,Many
170,4.0,14.0,Nidalee,Side.red,8.0,3932.0,11799.0,3932.0,3.0,3.333333333,2.0,13.0,0.0,16341.0,3.0,11.0,99229,8895,Other,Many
171,4.0,12.0,Akali,Side.red,2.0,0.0,266.0,0.0,5.0,2.4,10.0,15.0,1.0,23744.0,0.0,19.0,114061,11590,Other,Many
172,4.0,7.0,Caitlyn,Side.red,6.0,0.0,0.0,0.0,12.0,0.666666667,2.0,11.0,14.0,18054.0,0.0,,46239,6843,Other,Few
173,1.0,,Caitlyn,Side.red,17.0,3303.0,16885.0,3303.0,9.0,3.222222222,12.0,18.0,19.0,26815.0,2.0,42.0,293229,19474,Other,Many
174,11.0,4.0,Viego,Side.red,8.0,835.0,21650.0,835.0,4.0,4.0,8.0,14.0,19.0,30575.0,0.0,30.0,173482,11359,TopLane_Jungle,Few
175,12.0,14.0,TahmKench,Side.red,12.0,5538.0,8998.0,5538.0,5.0,4.2,9.0,16.0,37.0,,1.0,23.0,107320,13045,TopLane_Jungle,Many
176,4.0,3.0,Karthus,Side.red,1.0,215.0,215.0,,5.0,0.6,,10.0,7.0,7012.0,0.0,3.0,55232,5787,Other,Many
177,4.0,14.0,Katarina,Side.blue,11.0,1029.0,1646.0,1029.0,5.0,4.4,11.0,15.0,4.0,22223.0,1.0,20.0,120836,12468,Other,Many
178,3.0,4.0,Karthus,Side.blue,14.0,145.0,16623.0,145.0,6.0,3.166666667,5.0,14.0,14.0,14637.0,1.0,12.0,124651,10676,Other,Many
179,4.0,11.0,RekSai,Side.blue,1.0,0.0,6303.0,0.0,3.0,1.666666667,4.0,9.0,13.0,12779.0,0.0,12.0,72943,6073,TopLane_Jungle,Few
180,,4.0,Qiyana,Side.red,11.0,491.0,16077.0,491.0,4.0,5.0,9.0,15.0,23.0,28202.0,0.0,22.0,174694,12792,TopLane_Jungle,Few
181,4.0,11.0,Zed,Side.blue,11.0,1421.0,35191.0,1421.0,8.0,2.125,6.0,17.0,8.0,29519.0,0.0,31.0,233123,14106,TopLane_Jungle,Few
182,4.0,12.0,Orianna,Side.red,8.0,3595.0,5520.0,3595.0,4.0,2.25,1.0,13.0,13.0,,,15.0,90138,8369,Other,Many
183,4.0,7.0,Jhin,Side.blue,4.0,1833.0,8019.0,1833.0,6.0,1.666666667,6.0,15.0,17.0,20277.0,0.0,17.0,170379,13174,Other,Many
184,4.0,14.0,Janna,Side.blue,24.0,0.0,3647.0,0.0,5.0,5.2,2.0,16.0,43.0,17267.0,0.0,85.0,30938,9493,Other,Few
185,4.0,12.0,Akshan,Side.blue,9.0,3723.0,8614.0,3723.0,9.0,2.111111111,10.0,15.0,2.0,27825.0,3.0,26.0,111381,12275,TopLane_Jungle,Many
186,4.0,3.0,Lucian,Side.red,8.0,2936.0,11763.0,2936.0,3.0,4.0,4.0,11.0,1.0,10271.0,2.0,12.0,82350,7838,Other,Many
187,11.0,4.0,Kindred,Side.blue,8.0,898.0,35307.0,898.0,5.0,4.0,12.0,15.0,9.0,23916.0,1.0,39.0,201561,13987,TopLane_Jungle,Few
188,4.0,12.0,Yone,Side.blue,8.0,4764.0,8576.0,4764.0,3.0,5.333333333,8.0,15.0,20.0,16969.0,1.0,22.0,126658,10871,TopLane_Jungle,Many
189,14.0,4.0,Jax,Side.red,4.0,6151.0,11220.0,6151.0,,,6.0,14.0,7.0,14181.0,2.0,8.0,113854,10331,TopLane_Jungle,Many
190,14.0,12.0,,,10.0,2325.0,7427.0,2325.0,,1.9,9.0,18.0,20.0,28114.0,1.0,26.0,232572,16470,TopLane_Jungle,Many
191,12.0,4.0,Renekton,Side.red,3.0,3022.0,4500.0,3022.0,6.0,1.0,3.0,13.0,20.0,29514.0,1.0,10.0,93588,8774,TopLane_Jungle,Many
192,4.0,,Fiora,Side.red,7.0,16180.0,22008.0,16180.0,8.0,3.25,19.0,18.0,20.0,53049.0,4.0,32.0,210099,20031,TopLane_Jungle,Many
193,4.0,12.0,Graves,Side.red,10.0,5288.0,14834.0,5288.0,3.0,4.666666667,4.0,12.0,9.0,13239.0,3.0,12.0,106512,10012,TopLane_Jungle,Many
194,4.0,11.0,Qiyana,Side.red,,1309.0,49950.0,1309.0,7.0,3.0,11.0,18.0,23.0,35864.0,2.0,31.0,236106,16209,TopLane_Jungle,Few
195,4.0,12.0,Fiora,Side.red,0.0,,822.0,0.0,5.0,0.0,0.0,9.0,2.0,13255.0,0.0,8.0,29174,4086,TopLane_Jungle,Few
196,12.0,4.0,Leblanc,Side.red,4.0,1696.0,1777.0,1696.0,8.0,,3.0,14.0,15.0,20729.0,,20.0,90412,9575,Other,Many
197,4.0,3.0,Rakan,Side.blue,18.0,,394.0,0.0,5.0,4.0,2.0,,37.0,16412.0,0.0,89.0,25444,9066,Other,Few
198,4.0,7.0,Jinx,Side.blue,0.0,3042.0,3042.0,3042.0,4.0,1.75,7.0,12.0,7.0,17080.0,1.0,18.0,119742,10719,Other,Many
199,4.0,3.0,Ezreal,,19.0,11644.0,26551.0,11644.0,3.0,11.0,14.0,17.0,17.0,22803.0,5.0,13.0,210523,17799,Other,Many
200,1.0,4.0,Vayne,Side.red,2.0,3648.0,,3648.0,7.0,0.7142857140000001,3.0,12.0,4.0,17068.0,1.0,16.0,89061,8866,Other,Many
201,4.0,12.0,Gangplank,Side.blue,10.0,3179.0,10108.0,,12.0,1.166666667,4.0,18.0,11.0,28690.0,1.0,35.0,282726,16849,TopLane_Jungle,Many
202,12.0,14.0,Camille,Side.red,3.0,958.0,5470.0,958.0,12.0,0.333333333,,17.0,19.0,43680.0,0.0,18.0,192813,11834,TopLane_Jungle,Many
203,11.0,4.0,Trundle,Side.red,6.0,0.0,3625.0,0.0,7.0,1.571428571,5.0,14.0,29.0,36985.0,,37.0,86342,9113,TopLane_Jungle,Few
204,12.0,4.0,Syndra,Side.red,3.0,1483.0,1483.0,1483.0,6.0,1.5,6.0,13.0,30.0,15614.0,0.0,26.0,134761,10398,Other,Many
205,4.0,12.0,Viktor,Side.blue,10.0,7375.0,16546.0,7375.0,4.0,4.75,9.0,18.0,24.0,,5.0,27.0,225939,16771,Other,Many
206,4.0,3.0,Twitch,Side.red,10.0,10115.0,12762.0,10115.0,9.0,2.777777778,15.0,16.0,13.0,23013.0,5.0,36.0,203682,17293,Other,Many
207,14.0,4.0,Rakan,Side.blue,18.0,767.0,3422.0,767.0,10.0,1.8,0.0,17.0,54.0,35438.0,0.0,122.0,29656,9742,Other,Few
208,4.0,12.0,Syndra,Side.blue,4.0,330.0,607.0,,4.0,1.0,0.0,13.0,27.0,11398.0,0.0,16.0,91006,7670,Other,Many
209,1.0,4.0,Jinx,Side.blue,6.0,17035.0,31195.0,17035.0,5.0,4.0,14.0,17.0,11.0,18587.0,6.0,37.0,293600,18987,Other,Many
210,12.0,4.0,Graves,Side.red,,2573.0,4459.0,2573.0,5.0,1.0,3.0,12.0,6.0,,1.0,17.0,76492,7593,TopLane_Jungle,Many
211,4.0,3.0,Soraka,Side.red,23.0,1289.0,3069.0,1289.0,4.0,6.0,1.0,11.0,27.0,8088.0,1.0,44.0,13493,7289,Other,Few
212,3.0,14.0,Yuumi,Side.red,3.0,521.0,521.0,521.0,3.0,,1.0,9.0,11.0,6463.0,0.0,33.0,8042,4958,Other,Few
213,4.0,7.0,Caitlyn,Side.blue,13.0,15678.0,26468.0,15678.0,7.0,3.571428571,12.0,17.0,29.0,20796.0,3.0,20.0,262140,16939,Other,Many
214,11.0,4.0,Kayn,Side.red,4.0,1117.0,13905.0,1117.0,9.0,0.7777777779999999,3.0,14.0,27.0,41181.0,1.0,19.0,177434,11013,TopLane_Jungle,Few
215,4.0,7.0,Lulu,Side.red,21.0,974.0,2260.0,974.0,4.0,5.5,1.0,13.0,24.0,10603.0,0.0,80.0,11573,8553,Other,Few
216,11.0,4.0,Qiyana,Side.blue,4.0,0.0,7346.0,0.0,,1.2,2.0,,16.0,20936.0,0.0,20.0,145488,7641,TopLane_Jungle,Few
217,4.0,11.0,JarvanIV,Side.red,17.0,1687.0,21074.0,1687.0,4.0,5.5,5.0,17.0,17.0,37951.0,2.0,30.0,184411,13397,TopLane_Jungle,Few
218,4.0,12.0,Ziggs,Side.blue,9.0,19665.0,20431.0,19665.0,3.0,5.333333333,7.0,12.0,11.0,8057.0,4.0,9.0,123192,10699,Other,Many
219,4.0,14.0,Bard,Side.red,9.0,228.0,228.0,228.0,6.0,1.666666667,1.0,11.0,17.0,13353.0,0.0,30.0,10713,5794,Other,Few
220,14.0,12.0,MonkeyKing,Side.blue,3.0,380.0,380.0,380.0,4.0,1.25,2.0,12.0,6.0,16119.0,0.0,12.0,50778,6546,TopLane_Jungle,Many
221,3.0,4.0,Ezreal,Side.blue,1.0,0.0,0.0,0.0,3.0,1.333333333,,10.0,1.0,5648.0,0.0,9.0,51535,6047,Other,Many
222,4.0,14.0,Lux,Side.blue,20.0,7787.0,7787.0,,5.0,4.2,1.0,13.0,28.0,8386.0,2.0,59.0,48896,9803,Other,Few
223,4.0,14.0,Lulu,Side.red,17.0,1278.0,4499.0,1278.0,1.0,18.0,1.0,11.0,19.0,4056.0,1.0,54.0,17511,7163,Other,Few
224,4.0,3.0,Karthus,Side.red,8.0,2918.0,5333.0,2918.0,9.0,1.777777778,8.0,17.0,22.0,20176.0,1.0,25.0,193569,14206,Other,Many
225,4.0,14.0,Bard,Side.blue,8.0,151.0,1384.0,151.0,10.0,1.0,2.0,13.0,23.0,26018.0,0.0,78.0,14312,8441,Other,Few
226,11.0,4.0,Ekko,Side.red,6.0,2145.0,18041.0,2145.0,7.0,1.428571429,4.0,15.0,13.0,34760.0,0.0,33.0,206731,11556,TopLane_Jungle,Few
227,4.0,12.0,Senna,Side.red,18.0,1254.0,2245.0,1254.0,8.0,2.5,2.0,13.0,14.0,25372.0,0.0,10.0,51377,8381,TopLane_Jungle,Few
228,4.0,12.0,Viktor,Side.blue,3.0,693.0,2341.0,693.0,3.0,2.0,3.0,17.0,11.0,13713.0,1.0,48.0,200142,13373,TopLane_Jungle,Many
229,11.0,4.0,Evelynn,Side.blue,9.0,437.0,11188.0,437.0,1.0,22.0,13.0,14.0,8.0,17840.0,2.0,18.0,119548,11305,TopLane_Jungle,Few
230,11.0,4.0,Kindred,Side.blue,7.0,0.0,27612.0,0.0,10.0,1.2,5.0,,13.0,23638.0,1.0,39.0,126412,9832,TopLane_Jungle,Few
231,4.0,12.0,Ziggs,Side.blue,3.0,,2754.0,543.0,4.0,1.75,4.0,12.0,11.0,10049.0,0.0,11.0,106757,9014,Other,Many
232,11.0,4.0,LeeSin,Side.blue,4.0,,25878.0,289.0,5.0,3.2,12.0,16.0,21.0,37486.0,0.0,46.0,157931,13677,TopLane_Jungle,Few
233,4.0,12.0,Vex,Side.red,9.0,1480.0,1480.0,1480.0,7.0,1.571428571,2.0,12.0,33.0,16891.0,0.0,17.0,85068,8546,Other,Many
234,4.0,11.0,XinZhao,Side.red,15.0,270.0,11599.0,270.0,5.0,3.6,3.0,18.0,25.0,52473.0,0.0,36.0,182893,13512,TopLane_Jungle,Few
235,4.0,12.0,Camille,Side.blue,3.0,0.0,0.0,0.0,6.0,1.666666667,7.0,12.0,20.0,13210.0,0.0,11.0,63824,8922,TopLane_Jungle,Many
236,4.0,7.0,Aphelios,Side.blue,2.0,5245.0,14455.0,5245.0,2.0,5.5,9.0,14.0,21.0,16083.0,2.0,22.0,171651,13031,Other,Many
237,11.0,4.0,Kayn,,0.0,0.0,,0.0,5.0,0.0,0.0,9.0,6.0,15128.0,0.0,,55202,4212,TopLane_Jungle,Few
238,11.0,4.0,Viego,Side.blue,10.0,2914.0,66633.0,2914.0,7.0,4.285714286,20.0,,25.0,55607.0,3.0,53.0,305356,22292,TopLane_Jungle,Many
239,4.0,1.0,Jhin,Side.red,5.0,2381.0,5684.0,2381.0,6.0,2.333333333,9.0,16.0,21.0,18949.0,1.0,19.0,200162,15292,Other,Many
240,4.0,12.0,Corki,Side.red,4.0,861.0,4036.0,861.0,5.0,2.6,9.0,14.0,3.0,12955.0,0.0,18.0,122014,11580,Other,Many
241,4.0,14.0,Gragas,Side.red,4.0,2281.0,5496.0,2281.0,3.0,3.0,5.0,14.0,18.0,12521.0,1.0,16.0,103014,8830,Other,Many
242,4.0,12.0,,Side.blue,,7703.0,15301.0,7703.0,6.0,1.166666667,3.0,15.0,22.0,21988.0,3.0,17.0,146197,10869,TopLane_Jungle,Many
243,4.0,7.0,Varus,Side.red,5.0,1651.0,9361.0,1651.0,1.0,13.0,8.0,12.0,14.0,8702.0,2.0,23.0,72230,9092,Other,Many
244,,7.0,Caitlyn,Side.red,5.0,4195.0,5207.0,4195.0,5.0,1.6,3.0,14.0,12.0,15085.0,1.0,21.0,162844,12484,Other,Many
245,4.0,14.0,Jax,Side.blue,,6582.0,6582.0,6582.0,1.0,6.0,5.0,13.0,3.0,6961.0,2.0,10.0,108183,10276,TopLane_Jungle,Many
246,,4.0,Morgana,Side.red,21.0,0.0,761.0,0.0,14.0,1.642857143,2.0,16.0,40.0,35164.0,0.0,83.0,43592,10119,Other,Few
247,4.0,3.0,Senna,Side.blue,13.0,5039.0,5039.0,5039.0,3.0,7.0,8.0,,12.0,9243.0,2.0,37.0,36498,9748,Other,Few
248,11.0,4.0,,Side.blue,13.0,0.0,21872.0,0.0,1.0,,5.0,13.0,25.0,19770.0,2.0,28.0,98818,9065,TopLane_Jungle,Few
249,4.0,12.0,Vex,Side.red,10.0,1955.0,7701.0,1955.0,6.0,2.666666667,6.0,16.0,23.0,18957.0,3.0,28.0,118064,11198,Other,Many
250,4.0,12.0,Sett,Side.blue,10.0,8093.0,15729.0,8093.0,6.0,,11.0,18.0,27.0,42310.0,3.0,25.0,235766,17986,TopLane_Jungle,Many
251,4.0,7.0,Xerath,Side.red,3.0,0.0,1994.0,0.0,4.0,1.25,2.0,9.0,26.0,8520.0,0.0,49.0,20861,6682,Other,Few
252,14.0,4.0,Nami,Side.red,27.0,1002.0,1863.0,1002.0,9.0,3.333333333,3.0,15.0,26.0,20963.0,1.0,75.0,16044,10011,Other,Few
253,4.0,7.0,MissFortune,Side.blue,3.0,448.0,1920.0,,6.0,1.666666667,7.0,14.0,8.0,20259.0,0.0,28.0,137257,11739,Other,Many
254,4.0,12.0,Jax,Side.red,7.0,1063.0,1273.0,1063.0,3.0,4.0,5.0,14.0,13.0,20106.0,1.0,21.0,95195,11288,TopLane_Jungle,Many
255,14.0,12.0,Camille,Side.red,4.0,7838.0,8871.0,7838.0,3.0,4.0,8.0,13.0,12.0,18066.0,3.0,7.0,83104,10318,TopLane_Jungle,Many
256,14.0,4.0,Singed,Side.blue,8.0,1341.0,2110.0,1341.0,5.0,,,17.0,22.0,,2.0,33.0,143347,11708,TopLane_Jungle,Many
257,14.0,12.0,Camille,Side.red,5.0,,4521.0,2544.0,5.0,1.2,1.0,14.0,15.0,16252.0,1.0,21.0,64815,7957,TopLane_Jungle,Many
258,4.0,12.0,Irelia,Side.red,1.0,432.0,3095.0,432.0,9.0,0.222222222,1.0,13.0,9.0,22930.0,1.0,13.0,106801,7525,TopLane_Jungle,Many
259,11.0,4.0,Fiddlesticks,Side.red,7.0,0.0,13733.0,0.0,,1.571428571,,12.0,24.0,23638.0,0.0,48.0,94129,7462,TopLane_Jungle,Few
260,11.0,6.0,Rammus,Side.red,12.0,466.0,8525.0,466.0,10.0,1.6,4.0,15.0,49.0,38284.0,0.0,,138398,11125,TopLane_Jungle,Few
261,7.0,14.0,Yuumi,Side.blue,9.0,73.0,73.0,73.0,5.0,1.8,0.0,8.0,11.0,7728.0,0.0,29.0,7145,4555,Other,Few
262,4.0,3.0,Yasuo,Side.blue,9.0,7939.0,16894.0,7939.0,6.0,2.666666667,7.0,17.0,,29121.0,4.0,37.0,268381,17254,Other,Many
263,4.0,12.0,Veigar,Side.red,2.0,3923.0,3923.0,3923.0,1.0,7.0,5.0,11.0,10.0,6918.0,1.0,17.0,68174,8341,Other,Many
264,14.0,,Shen,,11.0,695.0,2020.0,695.0,2.0,6.0,1.0,,21.0,11391.0,0.0,21.0,64185,6876,TopLane_Jungle,Many
265,14.0,4.0,Pyke,Side.red,,167.0,167.0,167.0,2.0,3.5,4.0,8.0,16.0,8698.0,0.0,39.0,14712,6374,Other,Few
266,4.0,14.0,Pyke,Side.blue,10.0,404.0,935.0,404.0,8.0,1.625,3.0,12.0,18.0,14569.0,0.0,37.0,18643,9464,Other,Few
267,4.0,11.0,LeeSin,Side.red,2.0,589.0,10944.0,589.0,5.0,0.8,2.0,10.0,6.0,19262.0,1.0,11.0,88524,5939,TopLane_Jungle,Few
268,14.0,4.0,Pyke,Side.red,13.0,,2913.0,1614.0,7.0,2.714285714,6.0,16.0,17.0,26622.0,0.0,,30162,13496,Other,Few
269,11.0,4.0,Viego,Side.blue,3.0,1687.0,14911.0,1687.0,7.0,1.0,4.0,12.0,11.0,27308.0,1.0,8.0,113550,7968,TopLane_Jungle,Few
270,4.0,11.0,LeeSin,Side.blue,9.0,441.0,29605.0,441.0,2.0,7.0,5.0,13.0,16.0,23754.0,2.0,20.0,131871,9685,TopLane_Jungle,Few
271,7.0,4.0,Jhin,Side.red,14.0,2470.0,7671.0,2470.0,7.0,,13.0,16.0,21.0,19958.0,0.0,24.0,219191,15676,Other,Many
272,,11.0,Kindred,Side.blue,16.0,,50211.0,5353.0,17.0,1.882352941,16.0,18.0,19.0,50974.0,4.0,41.0,299833,19999,TopLane_Jungle,Many
273,4.0,,Senna,Side.blue,21.0,2529.0,2529.0,2529.0,10.0,2.9,8.0,15.0,35.0,19352.0,0.0,68.0,54138,12889,Other,Few
274,4.0,14.0,Rell,Side.red,7.0,0.0,0.0,0.0,4.0,1.75,0.0,10.0,27.0,8359.0,0.0,42.0,12367,5025,Other,Few
275,4.0,14.0,Neeko,Side.blue,12.0,2202.0,2740.0,2202.0,5.0,2.8,2.0,16.0,59.0,21592.0,1.0,117.0,33508,10692,Other,Few
276,14.0,11.0,Talon,Side.red,6.0,583.0,25536.0,583.0,8.0,1.625,7.0,17.0,4.0,34749.0,0.0,39.0,206995,13844,TopLane_Jungle,Few
277,4.0,12.0,Karma,Side.blue,10.0,1846.0,1846.0,1846.0,9.0,1.111111111,0.0,,42.0,26067.0,1.0,15.0,79958,8027,TopLane_Jungle,Many
278,4.0,14.0,Braum,Side.red,,279.0,489.0,279.0,4.0,3.25,1.0,12.0,30.0,15235.0,0.0,48.0,18775,6518,Other,Few
279,3.0,4.0,Jhin,Side.blue,8.0,4665.0,7599.0,4665.0,4.0,4.75,11.0,17.0,35.0,21074.0,1.0,44.0,253991,17078,Other,Many
280,11.0,4.0,Nocturne,Side.red,2.0,49.0,5943.0,49.0,6.0,1.166666667,5.0,12.0,97.0,19480.0,0.0,9.0,122258,8417,TopLane_Jungle,Few
281,4.0,3.0,Bard,Side.blue,25.0,785.0,2353.0,785.0,5.0,5.4,2.0,15.0,75.0,25329.0,0.0,138.0,26241,10489,Other,Few
282,4.0,11.0,LeeSin,Side.blue,5.0,1168.0,16449.0,1168.0,5.0,2.2,6.0,11.0,14.0,24510.0,0.0,18.0,106125,8841,TopLane_Jungle,Few
283,11.0,4.0,Viego,Side.blue,10.0,1006.0,16922.0,1006.0,2.0,13.0,16.0,14.0,15.0,20853.0,2.0,21.0,137678,12827,TopLane_Jungle,Few
284,4.0,,Vayne,Side.red,7.0,4596.0,10101.0,4596.0,2.0,6.0,5.0,14.0,5.0,12432.0,1.0,18.0,94212,9829,Other,Many
285,4.0,12.0,Kassadin,Side.red,5.0,3113.0,5159.0,3113.0,5.0,3.0,10.0,15.0,15.0,18433.0,1.0,11.0,111239,12873,Other,Many
286,3.0,4.0,Sona,Side.blue,9.0,,2668.0,715.0,4.0,2.5,1.0,10.0,4.0,7130.0,0.0,56.0,14808,6095,Other,Few
287,4.0,12.0,Viktor,Side.red,0.0,1246.0,2620.0,1246.0,4.0,0.75,3.0,12.0,4.0,11595.0,0.0,16.0,91458,8900,Other,Many
288,4.0,12.0,Yone,Side.red,4.0,4296.0,4848.0,4296.0,10.0,0.9,5.0,14.0,,22870.0,1.0,15.0,98763,9239,Other,Many
289,4.0,12.0,Singed,Side.red,18.0,4079.0,23416.0,4079.0,8.0,3.75,12.0,17.0,39.0,39881.0,2.0,19.0,185616,16619,Other,Many
290,11.0,4.0,Zed,Side.red,3.0,0.0,2068.0,0.0,7.0,0.857142857,3.0,11.0,6.0,17512.0,0.0,7.0,75711,7097,TopLane_Jungle,Few
291,3.0,4.0,Samira,Side.red,6.0,4098.0,4098.0,4098.0,6.0,,5.0,13.0,2.0,,1.0,10.0,129006,11494,Other,Many
292,11.0,4.0,LeeSin,Side.blue,13.0,929.0,37333.0,929.0,2.0,14.0,15.0,14.0,16.0,18442.0,1.0,38.0,125378,13205,TopLane_Jungle,Few
293,12.0,4.0,Viktor,Side.red,17.0,4506.0,5895.0,4506.0,10.0,2.1,4.0,15.0,38.0,24189.0,2.0,19.0,171139,13776,Other,Many
294,4.0,14.0,Gragas,Side.blue,3.0,3588.0,,3588.0,0.0,7.0,4.0,11.0,8.0,7214.0,2.0,7.0,56891,7107,Other,Many
295,4.0,11.0,Kindred,Side.blue,13.0,,14056.0,4432.0,4.0,7.75,18.0,14.0,9.0,22688.0,2.0,36.0,162377,14413,TopLane_Jungle,Few
296,12.0,4.0,Singed,Side.red,4.0,3416.0,4202.0,3416.0,7.0,0.7142857140000001,1.0,12.0,21.0,16748.0,1.0,14.0,79849,7439,TopLane_Jungle,Many
297,4.0,12.0,Camille,Side.blue,5.0,4281.0,5548.0,,9.0,0.8888888890000001,3.0,15.0,20.0,31402.0,1.0,13.0,104111,9959,TopLane_Jungle,Many
298,14.0,11.0,Talon,Side.red,8.0,0.0,14892.0,0.0,6.0,2.333333333,6.0,14.0,4.0,24743.0,0.0,,164495,10169,TopLane_Jungle,Few
299,14.0,7.0,Yuumi,Side.blue,25.0,812.0,,812.0,8.0,3.375,2.0,15.0,20.0,17912.0,0.0,83.0,17548,9970,Other,Few
300,7.0,4.0,Jinx,Side.red,4.0,2221.0,2221.0,2221.0,4.0,1.75,3.0,9.0,8.0,8855.0,0.0,6.0,57805,6328,Other,Many
301,4.0,12.0,TwistedFate,Side.red,10.0,4406.0,10263.0,,5.0,2.2,,15.0,39.0,18187.0,3.0,17.0,111589,10049,Other,Many
302,4.0,11.0,Zed,Side.red,12.0,3213.0,27822.0,3213.0,4.0,6.0,12.0,16.0,5.0,30835.0,2.0,36.0,187160,13615,TopLane_Jungle,Few
303,4.0,7.0,Jinx,Side.blue,4.0,4400.0,4972.0,4400.0,3.0,2.0,2.0,12.0,13.0,9917.0,,21.0,100990,9399,Other,Many
304,12.0,4.0,Illaoi,Side.blue,11.0,5403.0,9023.0,5403.0,10.0,1.6,5.0,17.0,6.0,53506.0,5.0,,241968,15695,TopLane_Jungle,Many
305,4.0,11.0,Kindred,Side.red,8.0,6647.0,41606.0,6647.0,1.0,16.0,8.0,14.0,5.0,21460.0,3.0,25.0,129340,10865,TopLane_Jungle,Few
306,4.0,12.0,Fiora,Side.red,4.0,1742.0,1893.0,1742.0,11.0,0.363636364,0.0,13.0,9.0,29576.0,0.0,14.0,85328,8182,TopLane_Jungle,Many
307,4.0,14.0,Blitzcrank,Side.blue,,2953.0,2953.0,2953.0,6.0,4.0,2.0,15.0,44.0,28312.0,2.0,57.0,28101,9687,Other,Few
308,4.0,3.0,Kaisa,Side.red,5.0,4112.0,19448.0,4112.0,7.0,1.571428571,6.0,13.0,3.0,17489.0,2.0,27.0,139462,12435,Other,Many
309,11.0,4.0,Nunu,Side.red,23.0,,34735.0,,3.0,11.66666667,12.0,18.0,39.0,52292.0,1.0,27.0,168955,16950,TopLane_Jungle,Few
310,4.0,14.0,Yone,Side.red,1.0,0.0,1847.0,0.0,7.0,0.428571429,2.0,11.0,10.0,15873.0,0.0,9.0,78561,6547,Other,Many
311,12.0,4.0,Riven,Side.red,2.0,,0.0,0.0,,0.444444444,2.0,12.0,15.0,17591.0,0.0,,41330,6637,TopLane_Jungle,Many
312,12.0,4.0,Xerath,Side.blue,7.0,657.0,,657.0,2.0,,0.0,11.0,12.0,4830.0,0.0,14.0,64004,6351,Other,Many
313,14.0,4.0,Lulu,Side.red,28.0,1630.0,3105.0,1630.0,5.0,6.0,2.0,14.0,30.0,13611.0,0.0,59.0,17474,9812,Other,Few
314,4.0,12.0,Fiora,Side.red,5.0,6742.0,9609.0,6742.0,5.0,2.8,9.0,16.0,13.0,38468.0,1.0,16.0,114987,12821,TopLane_Jungle,Many
315,4.0,12.0,Cassiopeia,Side.red,6.0,703.0,9714.0,703.0,2.0,6.0,6.0,,8.0,8523.0,1.0,19.0,92128,8553,Other,Many
316,4.0,11.0,Nidalee,Side.blue,11.0,0.0,3035.0,0.0,9.0,1.4444444440000002,2.0,14.0,3.0,28426.0,0.0,18.0,119671,8569,TopLane_Jungle,Few
317,7.0,4.0,Ezreal,Side.blue,4.0,400.0,2763.0,400.0,8.0,1.5,8.0,14.0,0.0,25864.0,0.0,,128593,10937,Other,Many
318,14.0,4.0,Akshan,Side.blue,8.0,2464.0,2464.0,2464.0,9.0,2.666666667,16.0,16.0,7.0,26333.0,2.0,16.0,104524,15715,Other,Many
319,3.0,4.0,Lucian,Side.red,,145.0,3367.0,,6.0,1.166666667,3.0,14.0,2.0,16146.0,0.0,37.0,137116,10661,Other,Many
320,4.0,14.0,Zilean,Side.red,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,6.0,4180.0,0.0,18.0,5401,4024,Other,Few
321,4.0,12.0,Sylas,Side.blue,7.0,5830.0,5995.0,5830.0,4.0,3.0,5.0,,23.0,24327.0,1.0,13.0,130670,12098,Other,Many
322,14.0,4.0,Yasuo,Side.blue,7.0,290.0,5283.0,290.0,9.0,1.333333333,5.0,15.0,20.0,28181.0,0.0,29.0,176078,12083,Other,Many
323,4.0,7.0,Ezreal,,5.0,0.0,5488.0,0.0,9.0,0.7777777779999999,2.0,11.0,0.0,15190.0,0.0,,61261,7172,Other,Many
324,4.0,12.0,Syndra,Side.blue,3.0,5292.0,,5292.0,5.0,2.6,10.0,16.0,30.0,14721.0,1.0,26.0,124982,12654,Other,Many
325,4.0,11.0,Khazix,Side.red,7.0,3118.0,,3118.0,2.0,7.0,7.0,15.0,7.0,24758.0,2.0,20.0,164805,11991,TopLane_Jungle,Few
326,4.0,11.0,Qiyana,,2.0,0.0,,0.0,10.0,0.6,4.0,11.0,13.0,23687.0,0.0,23.0,106450,7668,TopLane_Jungle,Few
